Representative_Sequence	total	CL3	CC1	SV1	M31Fcsw	M11Fcsw	M31Plmr	M11Plmr	F21Plmr	M31Tong	M11Tong	LMEpi24M	SLEpi20M	AQC1cm	AQC4cm	AQC7cm	NP2	NP3	NP5	TRRsed1	TRRsed2	TRRsed3	TS28	TS29	Even1	Even2	Even3
Salinivibrio	0.000180353488072255	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	7.96583190697672e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	6.06979960903967e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	5.13931743283535e-05	1.4049420813687e-05	2.58346397049477e-07	9.33306635875065e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.20509912985124e-06	1.43091715290031e-06	2.58346397049477e-07
Salisaeta	0.000288468619382154	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	5.12833000955462e-06	2.58346397049477e-07	0.000261627922978335	1.57703992621256e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Sandarakinotalea	9.01551872605934e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.5568587998224e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Sanguibacter	1.67364774955979e-05	2.58346397049477e-07	2.58346397049477e-07	1.0277817569361e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Sarcina	0.000143798033584028	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.03813490281094e-06	2.91713418922533e-06	1.58053200231634e-05	2.58346397049477e-07	1.28607408519959e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	6.23065578573541e-05	1.38482572472343e-05	2.58346397049477e-07	6.13361445615467e-06	9.72587372506711e-06	8.46634168800532e-06	6.56251629022532e-06
SargSea_WGS	0.00362051290481835	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.84181036754425e-06	2.48610133261446e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.32618161718038e-06	2.58346397049477e-07	6.37773802725442e-05	2.70432562658278e-05	0.0029676378583769	0.000522997499559621	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.20509912985124e-06	1.43091715290031e-06	2.58346397049477e-07
Scardovia	0.00306535538856039	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	9.97589776041787e-05	1.18195746619403e-05	0.00283579709876	2.3251175734453e-06	1.2559679861597e-05	1.82029239432857e-06	2.58346397049477e-07	2.58346397049477e-07	4.32618161718038e-06	2.58346397049477e-07	4.2282860142679e-06	2.58346397049477e-07	2.58346397049477e-07	8.73815385908115e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.20509912985124e-06	2.58346397049477e-07	2.58346397049477e-07
Schlegelella	0.0197657825708196	1.77007646139111e-05	0.000314793732697857	0.00122597365314316	1.81792340857241e-06	9.23043345093441e-07	2.58346397049477e-07	0.0123091127057509	9.47763048091478e-05	2.84181036754425e-06	7.40663471843348e-05	0.000289999328892321	0.00366894539548527	0.000412871524448353	0.000573823112435507	0.000626599724348081	4.2282860142679e-06	3.67832234908381e-05	2.58346397049477e-07	2.58346397049477e-07	4.6794504992278e-05	5.46179897977888e-05	6.35801808222102e-06	2.58346397049477e-07	1.20509912985124e-06	2.58346397049477e-07	2.58346397049477e-07
Sedimentibacter	0.000194918699465037	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	9.33306635875065e-05	9.53877223483432e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Sediminibacillus	2.21319773431409e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.5673317416904e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Sediminibacterium	0.000372837230555773	2.64219737223419e-05	3.02140974733168e-05	0.000183948651222761	2.58346397049477e-07	9.23043345093441e-07	2.58346397049477e-07	4.1120891520131e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.03931939568902e-06	2.258301403856e-05	6.06979960903967e-06	2.0597522497704e-05	4.63835603307068e-06	4.2282860142679e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.6794504992278e-05	1.38482572472343e-05	2.58346397049477e-07	2.21676908341788e-06	2.58346397049477e-07	2.58346397049477e-07	2.35973636144142e-06
Sediminicola	0.0197293376005267	3.16541609985974e-06	2.58346397049477e-07	2.58346397049477e-07	1.03813490281094e-06	9.23043345093441e-07	2.58346397049477e-07	1.18195746619403e-05	6.5595436245227e-06	3.87519595574216e-06	3.71623467906921e-05	2.58346397049477e-07	3.97912433730123e-06	0.000215282115240687	1.24618520574422e-05	2.58346397049477e-07	0.000877615001802321	0.0156645606360198	0.00265274165919701	0.000174504730784573	3.12824521272018e-05	2.74381680974191e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.60348790875115e-06	2.58346397049477e-07
Segetibacter	0.0387065186563363	0.000383991547168004	0.00184039734108204	0.0317085447830389	1.03813490281094e-06	2.58346397049477e-07	1.4250622660552e-05	0.00144155813675344	0.00129830497525653	1.29173198524739e-06	2.58346397049477e-07	1.03931939568902e-06	2.63037919788117e-05	0.000418682977660343	0.000398906197969878	0.000473299387087339	4.2282860142679e-06	2.58346397049477e-07	2.5568587998224e-06	0.000348751115172097	0.000232939139373192	8.17978114981584e-05	2.58346397049477e-07	6.13361445615467e-06	2.58346397049477e-07	7.29377093215449e-06	1.39173811655971e-05
Segniliparus	3.28806336485788e-05	2.64219737223419e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Sejongia	0.000697975534474359	2.58346397049477e-07	6.67743591339248e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.53445699127799e-05	1.5673317416904e-05	0.000605173280234479	2.58346397049477e-07	2.58346397049477e-07	4.1632113902472e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.63835603307068e-06	4.2282860142679e-06	5.12833000955462e-06	2.5568587998224e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Selenomonas	0.0222211792671534	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	0.00444358340874041	0.00018138425588034	0.0155138059204361	0.000204868692860236	0.00172244503143371	4.94418438888675e-06	2.58346397049477e-07	6.06979960903967e-06	2.58346397049477e-07	2.58346397049477e-07	8.19822563148632e-06	7.56332181580719e-06	4.85537120259533e-06	8.73815385908115e-05	2.58346397049477e-07	2.74381680974191e-05	2.58346397049477e-07	2.21676908341788e-06	2.151851862653e-06	1.43091715290031e-06	2.58346397049477e-07
Serinicoccus	0.000435681031569696	2.58346397049477e-07	2.58346397049477e-07	3.59817012115332e-06	2.58346397049477e-07	2.58346397049477e-07	2.51335041988318e-05	0.000196799226900194	5.06679242168352e-05	3.95269987485701e-05	1.2559679861597e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.63835603307068e-06	2.58346397049477e-07	2.58346397049477e-07	4.85537120259533e-06	2.58346397049477e-07	7.78186107224303e-05	1.38482572472343e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.35973636144142e-06
Serratia	0.00653001658034693	0.00011944820421227	0.000128640136723909	5.03557022586071e-05	2.59913670871779e-05	4.14695571757752e-05	0.000263002200678375	0.00174215007164061	0.000227101446586085	2.3251175734453e-06	2.48610133261446e-05	2.60126539296811e-06	4.11869037398187e-05	0.000192036302392726	1.65296872775731e-05	9.01836566909187e-06	3.20178633347968e-05	0.0005213465929351	0.00147590330897727	0.000174504730784573	0.000124354769317659	2.74381680974191e-05	2.77068689803214e-05	0.0010754324012133	7.31583068227853e-05	5.65417426778896e-05	5.48944854712401e-05
SGSH944	0.0211361753870551	2.58346397049477e-07	2.39804290249714e-06	2.58346397049477e-07	2.58346397049477e-07	1.5877402931374e-06	2.58346397049477e-07	1.5673317416904e-05	2.58346397049477e-07	3.69435347780753e-05	6.17650137197873e-05	2.58346397049477e-07	2.58346397049477e-07	6.41843317289416e-05	2.87331929379658e-05	9.01836566909187e-06	2.407798410036e-05	0.0028418937842938	0.0163242934308904	0.00165559899807853	6.23065578573541e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.20509912985124e-06	2.60348790875115e-06	1.30904137924545e-06
SGUS388	0.000614658739285766	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	7.75039191148432e-07	1.2559679861597e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.2282860142679e-06	0.000387422043591208	0.000188736363424429	2.58346397049477e-07	1.57703992621256e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Sharpea	4.11433845560644e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.9797596286666e-05	4.1120891520131e-06	2.58346397049477e-07	1.29173198524739e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
SHD_14	0.000360575233384634	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.03931939568902e-06	2.58346397049477e-07	3.51270656689906e-05	0.000191446601743202	0.000127278625841664	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Shewanella	0.00149825757004458	8.97955550548027e-06	6.67743591339248e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	3.36774112227227e-06	3.49420311917221e-05	0.000126282290946514	1.80842477934634e-06	2.58346397049477e-07	2.60126539296811e-06	1.51414581580565e-05	6.99957849409318e-05	8.16150507996675e-05	5.71984716653251e-05	2.80479237175784e-05	0.000628486232410213	5.08256192580538e-05	8.73815385908115e-05	0.000232939139373192	5.46179897977888e-05	2.58346397049477e-07	2.21676908341788e-06	2.151851862653e-06	1.43091715290031e-06	2.58346397049477e-07
Shimazuella	0.000186920310863078	1.77007646139111e-05	2.37950079569738e-05	1.69574650175687e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.33808029268312e-05	5.69691214443085e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.57703992621256e-05	2.74381680974191e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Shimia	3.24653927932983e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.2282860142679e-06	1.97382808470701e-05	2.5568587998224e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Shinella	0.00409656933236582	0.00011363406480665	0.000120081350702119	0.000758398331768622	1.03813490281094e-06	2.58346397049477e-07	3.13522936492774e-05	0.000401047592913266	6.95715158992549e-05	2.58346397049477e-07	2.48610133261446e-05	2.58346397049477e-07	2.58346397049477e-07	2.93156124570004e-05	1.65296872775731e-05	2.65384042131767e-05	2.58346397049477e-07	3.43482316845855e-05	2.5568587998224e-06	0.000522997499559621	0.00173760826728558	0.000204107009149822	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Shuttleworthia	0.000224515521969998	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.59771191433388e-06	2.58346397049477e-07	0.000115305951230293	2.58346397049477e-07	6.32703186717817e-05	7.75039191148432e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.83310016092814e-06	2.37594186334703e-05	2.151851862653e-06	6.12120017630365e-06	1.30904137924545e-06
Simidua	3.88645636216916e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	9.99831362205976e-06	7.15388360536825e-06	2.58346397049477e-07	1.57703992621256e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Simonsiella	0.00102278149206366	2.58346397049477e-07	2.58346397049477e-07	1.0277817569361e-05	1.03813490281094e-06	2.58346397049477e-07	0.000637684265067721	4.1120891520131e-06	6.5595436245227e-06	0.000106697061981434	0.000221682348758905	1.82029239432857e-06	2.58346397049477e-07	6.06979960903967e-06	1.24618520574422e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	9.45239600814118e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.30904137924545e-06
Simplicispira	0.0047362108529147	0.000104912855698219	2.59347044624215e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.33808029268312e-05	2.58346397049477e-07	7.75039191148432e-07	4.94636802552397e-05	7.91366192596435e-05	0.000230946578692658	0.000831296155711647	0.00169247779797151	0.00166466200808511	1.61381048659232e-05	7.56332181580719e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.99211006105829e-06	1.43091715290031e-06	2.58346397049477e-07
Singulisphaera	0.000659045034872492	0.000532252102011328	0.000107243171669433	2.58346397049477e-07	1.03813490281094e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.18812528210299e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.20509912985124e-06	2.58346397049477e-07	2.58346397049477e-07
Sinomonas	0.000995948568247837	3.16541609985974e-06	2.39804290249714e-06	6.93799384525716e-06	2.58346397049477e-07	2.58346397049477e-07	0.000908201606162104	2.33808029268312e-05	4.4366726989362e-05	1.80842477934634e-06	2.58346397049477e-07	1.03931939568902e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Sinorhizobium	0.000189039312137648	3.16541609985974e-06	4.53773940794481e-06	3.59817012115332e-06	2.58346397049477e-07	2.58346397049477e-07	1.81304375966087e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	3.97912433730123e-06	2.35041592450102e-05	2.87331929379658e-05	1.33983753051131e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	8.73815385908115e-05	2.58346397049477e-07	1.38482572472343e-05	2.58346397049477e-07	2.58346397049477e-07	1.20509912985124e-06	2.58346397049477e-07	2.58346397049477e-07
SJA_88	0.00465856416216089	3.16541609985974e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.2559679861597e-05	1.03931939568902e-06	7.69990227755297e-06	0.000470986056568255	0.00199349760426119	0.00195812265369853	1.61381048659232e-05	2.58346397049477e-07	2.58346397049477e-07	0.000174504730784573	1.57703992621256e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.20509912985124e-06	2.58346397049477e-07	2.58346397049477e-07
Skermanella	0.00370096096310052	1.18866252082905e-05	0.000533042776253519	0.000995525816179994	2.58346397049477e-07	2.58346397049477e-07	0.000135517016944241	0.00114096620186628	0.00054846250518722	2.58346397049477e-07	1.2559679861597e-05	1.82029239432857e-06	1.14206802178047e-05	6.06979960903967e-06	2.58346397049477e-07	4.63835603307068e-06	2.58346397049477e-07	2.58346397049477e-07	2.5568587998224e-06	0.000174504730784573	6.23065578573541e-05	5.46179897977888e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.43091715290031e-06	1.30904137924545e-06
Skermania	1.25311457289069e-05	6.07248580267001e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Slackia	1.11787733887081e-05	3.16541609985974e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.81304375966087e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Snowella	2.16001180842934e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.51414581580565e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Sodalis	2.52951354098169e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.57703992621256e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.151851862653e-06	1.43091715290031e-06	2.58346397049477e-07
Solibacillus	0.000828045404616718	0.00044794708062983	5.16110625277935e-05	0.000150550413981722	2.58346397049477e-07	2.58346397049477e-07	1.11412279353292e-05	2.58346397049477e-07	6.5595436245227e-06	7.75039191148432e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	6.06979960903967e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	9.33306635875065e-05	5.46179897977888e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.30904137924545e-06
Solimonas	0.00050537395045377	0.000258987549947163	0.00010082408215309	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.5673317416904e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.03931939568902e-06	2.58346397049477e-07	6.06979960903967e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	6.23065578573541e-05	5.46179897977888e-05	2.58346397049477e-07	2.58346397049477e-07	1.20509912985124e-06	2.58346397049477e-07	2.58346397049477e-07
Solirubrobacter	0.000302587755325425	6.07248580267001e-06	1.09568289242878e-05	0.000264104420601253	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.57703992621256e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Sorangium	0.000919447458064632	3.16541609985974e-06	1.30965254297355e-05	0.000865272690939945	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	3.12824521272018e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.20509912985124e-06	2.58346397049477e-07	2.58346397049477e-07
Sphaerisporangium	0.000390161268587959	5.25856010476342e-05	0.000139338619251148	6.03751734309186e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	7.78186107224303e-05	5.46179897977888e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Sphaerotilus	0.00586258672157588	0.00152646994037244	0.00247160781018911	3.59817012115332e-06	1.03813490281094e-06	2.58346397049477e-07	4.06804778249457e-05	0.000266166596489539	9.47763048091478e-05	7.75039191148432e-07	1.2559679861597e-05	6.58600782827713e-05	0.000435589365406504	0.000209470662028696	0.000358227845768569	0.000319999049826597	8.19822563148632e-06	1.24333054283123e-05	7.15388360536825e-06	2.58346397049477e-07	1.57703992621256e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	6.88561552666182e-06	3.77605866460198e-06	2.58346397049477e-07
Sphingobacterium	0.00348703423736129	0.00213695457796259	0.000115801957691224	5.03557022586071e-05	4.93707743161828e-06	1.35522853579287e-05	0.000430909515840406	0.000528221103827065	0.000101077502036621	2.84181036754425e-06	2.58346397049477e-07	1.82029239432857e-06	6.35115713813292e-05	1.18812528210299e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.69333820330205e-06	2.5568587998224e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.21676908341788e-06	1.06726264578689e-05	2.60348790875115e-06	2.35973636144142e-06
