OTU	Size	Taxonomy
Planomicrobium	177	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planomicrobium;
Plantibacter	19	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Plantibacter;
Pleomorphomonas	55	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Pleomorphomonas;
Plesiocystis	437	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;Plesiocystis;
Plesiomonas	28	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Plesiomonas;
Polaribacter	158083	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Polaribacter;
Polaromonas	9788	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas;
Polynucleobacter	52072	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;
Pontibacillus	1	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Pontibacillus;
Pontibacter	225	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae;Pontibacter;
Porphyromonas	44075	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;
Prauserella	252	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae;Prauserella;
Prevotella	325221	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;
Procabacter	14	Bacteria;Proteobacteria;Betaproteobacteria;Procabacteriales;Procabacteriaceae;Procabacter;
Prochlorococcus	232327	Bacteria;Cyanobacteria;Synechococcophycideae;Synechococcales;Synechococcaceae;Prochlorococcus;
Prochlorothrix	1	Bacteria;Cyanobacteria;Synechococcophycideae;Pseudanabaenales;Pseudanabaenaceae;Prochlorothrix;
Promicromonospora	8	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Promicromonosporaceae;Promicromonospora;
Propionibacterium	584	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Propionibacterium;
Propionicimonas	399	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Propionicimonas;
Propionigenium	456	Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Propionigenium;
Prosthecobacter	3751	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;
Proteus	11503	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Proteus;
Providencia	384205	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Providencia;
PSB_M_3	9	Bacteria;Tenericutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;PSB_M_3;
Pseudaminobacter	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Pseudaminobacter;
Pseudanabaena	16595	Bacteria;Cyanobacteria;Synechococcophycideae;Pseudanabaenales;Pseudanabaenaceae;Pseudanabaena;
Pseudidiomarina	10	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina;
Pseudoalteromonas	1345	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;
Pseudobutyrivibrio	158	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Pseudobutyrivibrio;
Pseudochrobactrum	61	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Pseudochrobactrum;
Pseudoclavibacter	460	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Pseudoclavibacter;
Pseudomonas	28103	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
Pseudonocardia	8157	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae;Pseudonocardia;
Pseudoruegeria	564	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudoruegeria;
Pseudovibrio	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobacteraceae;Pseudovibrio;
Pseudoxanthomonas	610	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas;
Psychrobacter	5552	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;
Psychroflexus	31	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Psychroflexus;
Psychromonas	2574	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;
Psychroserpens	1214	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Psychroserpens;
Pullulanibacillus	3	Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;Pullulanibacillus;
Pyramidobacter	56	Bacteria;Synergistetes;Synergistia;Synergistales;Dethiosulfovibrionaceae;Pyramidobacter;
Rahnella	31	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Rahnella;
Ralstonia	880	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;
Ramlibacter	2012	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter;
Raoultella	156	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Raoultella;
Rapidithrix	1	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flammeovirgaceae;Rapidithrix;
Rarobacter	3	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Rarobacteraceae;Rarobacter;
Rathayibacter	325	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Rathayibacter;
Reinekea	1088	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Reinekea;
Renibacterium	147	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Renibacterium;
RFN20	299	Bacteria;Tenericutes;Erysipelotrichi;Erysipelotrichales;vadinHA31;RFN20;
Rheinheimera	670	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Chromatiaceae;Rheinheimera;
Rhizobium	9260	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;
Rhodanobacter	1185	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Rhodanobacter;
Rhodobaca	186	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobaca;
Rhodobacter	5630	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter;
Rhodobium	462	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Rhodobium;
Rhodococcus	1518	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Rhodococcus;
Rhodocyclus	1383	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Rhodocyclus;
Rhodoferax	9938	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;
Rhodomicrobium	2656	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodomicrobium;
Rhodopirellula	14438	Bacteria;Planctomycetes;Planctomycea;Pirellulales;NA;Rhodopirellula;
Rhodoplanes	52105	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes;
Rhodopseudomonas	1249	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodopseudomonas;
Rhodospirillum	181	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillum;
Rhodothalassium	14	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodothalassium;
Rhodovibrio	1550	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodovibrio;
Rhodovulum	93	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodovulum;
Rickettsia	202	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsia;
Rickettsiella	340	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Rickettsiella;
Riemerella	1	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Riemerella;
Robiginitalea	173	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Robiginitalea;
Roseateles	3202	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;Roseateles;
Roseburia	179176	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;
Roseivirga	30	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flammeovirgaceae;Roseivirga;
Roseivivax	33	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseivivax;
Roseobacter	28	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseobacter;
Roseococcus	270	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseococcus;
Roseomonas	9275	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;
Roseovarius	194	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseovarius;
Rothia	132850	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia;
Rubellimicrobium	3912	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium;
Rubritalea	23	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Rubritalea;
Rubrivivax	1451	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;Rubrivivax;
Rubrobacter	11435	Bacteria;Actinobacteria;Actinobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter;
Ruegeria	7636	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria;
Ruminococcus	330948	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Ruminococcus;
Ruminococcus_1	130596	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;
Rummeliibacillus	8	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Rummeliibacillus;
Runella	253	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae;Runella;
SA_8	378	Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;SA_8;
Saccharomonospora	35	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae;Saccharomonospora;
Saccharophagus	31	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alteromonadaceae;Saccharophagus;
Saccharopolyspora	176	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae;Saccharopolyspora;
Saccharospirillum	1	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Saccharospirillum;
Saccharothrix	324	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinosynnemataceae;Saccharothrix;
Sagittula	10	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sagittula;
SAGMEG_1	44	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;MSBL1;SAGMEG_1;
Salegentibacter	312	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Salegentibacter;
Salinicoccus	1763	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Salinicoccus;
Salinimicrobium	80	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Salinimicrobium;
Salinimonas	8331	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Salinimonas;
Salinisphaera	275	Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae;Salinisphaera;
Salinispora	469	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;Salinispora;
Salinivibrio	38	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Salinivibrio;
Salisaeta	6	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Rhodothermaceae;Salisaeta;
Sandarakinotalea	1	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Sandarakinotalea;
Sanguibacter	3	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Sanguibacteraceae;Sanguibacter;
Sarcina	48	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Sarcina;
SargSea_WGS	1334	Bacteria;SAR406;AB16;Arctic96B_7;A714017;SargSea_WGS;
Scardovia	528	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Scardovia;
Schlegelella	5483	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Schlegelella;
Sedimentibacter	13	Bacteria;Firmicutes;Clostridia;Clostridiales;ClostridialesFamilyXI.IncertaeSedis;Sedimentibacter;
Sediminibacillus	4	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Sediminibacillus;
Sediminibacterium	102	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;NA;Sediminibacterium;
Sediminicola	7874	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Sediminicola;
Segetibacter	11413	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;NA;Segetibacter;
Segniliparus	9	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Segniliparaceae;Segniliparus;
Sejongia	142	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Sejongia;
Selenomonas	5924	Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Selenomonas;
Serinicoccus	164	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Intrasporangiaceae;Serinicoccus;
Serratia	2547	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia;
SGSH944	8405	Bacteria;SAR406;AB16;Arctic96B_7;A714017;SGSH944;
SGUS388	245	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Endozoicimonaceae;SGUS388;
Sharpea	22	Bacteria;Tenericutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Sharpea;
SHD_14	83	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolinaceae;SHD_14;
Shewanella	403	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;
Shimazuella	40	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Shimazuella;
Shimia	10	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Shimia;
Shinella	623	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Shinella;
Shuttleworthia	111	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Shuttleworthia;
Simidua	8	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alteromonadaceae;Simidua;
Simonsiella	651	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Simonsiella;
Simplicispira	1174	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Simplicispira;
Singulisphaera	237	Bacteria;Planctomycetes;Planctomycea;Gemmatales;Isosphaeraceae;Singulisphaera;
Sinomonas	605	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Sinomonas;
Sinorhizobium	23	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Sinorhizobium;
SJA_88	1031	Bacteria;Spirochaetes;Leptospirae;Leptospirales;Leptospiraceae;SJA_88;
Skermanella	1042	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Skermanella;
Skermania	2	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Skermania;
Slackia	2	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Slackia;
Snowella	4	Bacteria;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Gomphosphaeriaceae;Snowella;
Sodalis	4	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Sodalis;
Solibacillus	244	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Solibacillus;
Solimonas	151	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;NA;Solimonas;
Solirubrobacter	87	Bacteria;Actinobacteria;Actinobacteria;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;
Sorangium	269	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Sorangium;
Sphaerisporangium	110	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangiaceae;Sphaerisporangium;
Sphaerotilus	2213	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;Sphaerotilus;
Sphingobacterium	1304	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;
Sphingobium	720	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;
Sphingomonas	75872	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
Sphingopyxis	494	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;
Sphingosinicella	8214	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingosinicella;
Spirochaeta	1512	Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta;
Spiroplasma	5	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;
Spirosoma	2054	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae;Spirosoma;
Spirulina	15	Bacteria;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Spirulinaceae;Spirulina;
Spongiibacter	1565	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alteromonadaceae;Spongiibacter;
Sporanaerobacter	3	Bacteria;Firmicutes;Clostridia;Clostridiales;ClostridialesFamilyXI.IncertaeSedis;Sporanaerobacter;
Sporichthya	806	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Sporichthyaceae;Sporichthya;
Sporocytophaga	278	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flammeovirgaceae;Sporocytophaga;
Sporolactobacillus	15	Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;Sporolactobacillus;
Sporosarcina	377	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina;
Sporotalea	2	Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Sporotalea;
Staphylococcus	39122	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;
Stenotrophomonas	2503	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;
Stenoxybacter	40	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Stenoxybacter;
Steroidobacter	9918	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Sinobacteraceae;Steroidobacter;
Stigmatella	2816	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae;Stigmatella;
Streptacidiphilus	4	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycetaceae;Streptacidiphilus;
Streptobacillus	126	Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Streptobacillus;
Streptococcus	453882	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;
Streptomonospora	3	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiopsaceae;Streptomonospora;
Streptomyces	2	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinosynnemataceae;Streptomyces;
Streptomyces_1	4262	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycetaceae;Streptomyces;
Streptosporangium	161	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangiaceae;Streptosporangium;
Subdoligranulum	2	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;
Subtercola	67	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Subtercola;
Sufflavibacter	17	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Sufflavibacter;
Sulfitobacter	291	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter;
Sulfolobus	1	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfolobus;
Sulfuricurvum	206	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Sulfuricurvum;
Sulfurimonas	691	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Sulfurimonas;
Sulfurospirillum	22	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Sulfurospirillum;
Sulfurovum	206	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;NA;Sulfurovum;
Sutterella	981	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella;
Symbiobacterium	1	Bacteria;Firmicutes;Clostridia;Clostridiales;Symbiobacteriaceae;Symbiobacterium;
Symploca	30	Bacteria;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Phormidiaceae;Symploca;
Synechococcus	3	Bacteria;Cyanobacteria;Oscillatoriophycideae;Chroococcales;NA;Synechococcus;
Syntrophobacter	14054	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;
Syntrophomonas	236	Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Syntrophomonas;
Syntrophus	5019	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Syntrophus;
T78	311	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolinaceae;T78;
Tannerella	1399	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Tannerella;
Tatlockia	172	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Tatlockia;
Telmatospirillum	101	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Telmatospirillum;
Tenacibaculum	11502	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;
Tepidibacter	1	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Tepidibacter;
Tepidimonas	927	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;Tepidimonas;
Teredinibacter	172	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alteromonadaceae;Teredinibacter;
Terracoccus	347	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Intrasporangiaceae;Terracoccus;
Terribacillus	2	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Terribacillus;
Terriglobus	114	Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Terriglobus;
Tessaracoccus	3	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Tessaracoccus;
Tetragenococcus	3	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Tetragenococcus;
Tetrasphaera	276	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Intrasporangiaceae;Tetrasphaera;
Tetrathiobacter	1	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Tetrathiobacter;
TG5	312	Bacteria;Synergistetes;Synergistia;Synergistales;Dethiosulfovibrionaceae;TG5;
Thalassobacillus	6	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Thalassobacillus;
Thalassobacter	19	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thalassobacter;
Thalassobius	66	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thalassobius;
Thalassomonas	1701	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Thalassomonas;
Thalassospira	1	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Thalassospira;
Thauera	1943	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Thauera;
Thermanaerovibrio	1	Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Thermanaerovibrio;
Thermicanus	2	Bacteria;Firmicutes;Bacilli;Thermicanales;Thermicanaceae;Thermicanus;
Thermincola	11	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Thermincola;
Thermoactinomyces	3	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Thermoactinomyces;
Thermobacillus	1	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Thermobacillus;
Thermobifida	1	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiopsaceae;Thermobifida;
Thermomonas	4081	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Thermomonas;
Thermomonospora	4	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Thermomonosporaceae;Thermomonospora;
Thermonema	13	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flammeovirgaceae;Thermonema;
Thermosinus	400	Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Thermosinus;
Thermosynechococcus	38	Bacteria;Cyanobacteria;Synechococcophycideae;Synechococcales;Synechococcaceae;Thermosynechococcus;
Thermus	1	Bacteria;Thermi;Deinococci;Thermales;Thermaceae;Thermus;
Thioalkalivibrio	60	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thioalkalivibrio;
Thiobacillus	222	Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;Thiobacillus;
Thiocapsa	59	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiocapsa;
Thioclava	1929	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thioclava;
