OTU	total	CL3	CC1	SV1	M31Fcsw	M11Fcsw	M31Plmr	M11Plmr	F21Plmr	M31Tong	M11Tong	LMEpi24M	SLEpi20M	AQC1cm	AQC4cm	AQC7cm	NP2	NP3	NP5	TRRsed1	TRRsed2	TRRsed3	TS28	TS29	Even1	Even2	Even3
Paracoccus	10325	2	4	7	0	0	261	2052	525	8	2	111	65	2929	2230	2020	11	13	9	8	34	13	0	8	10	1	2
Parascardovia	10	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Parvibaculum	68	28	20	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	12	4	0	0	0	0	0
Pasteurella	57	0	0	0	0	0	21	27	5	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pasteuria	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Patulibacter	90	0	5	47	0	0	1	34	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Paucibacter	679	12	9	3	0	0	0	4	1	0	0	27	2	31	412	177	1	0	0	0	0	0	0	0	0	0	0
Paucimonas	14	0	4	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pedobacter	3246	1946	833	137	0	0	75	166	24	0	0	23	11	3	1	0	0	0	1	1	1	3	2	0	14	5	0
Pedomicrobium	5297	847	3525	78	3	2	1	20	15	2	0	1	0	174	294	285	4	3	0	2	21	7	0	0	2	10	1
Pelagibaca	67	0	0	2	0	0	0	1	0	0	0	0	0	1	2	1	55	1	4	0	0	0	0	0	0	0	0
Pelagicoccus	42	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	2	32	3	1	0	0	0	0	0
Pelistega	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelobacter	5344	0	9	2	0	0	0	1	1	2	0	2	2	49	89	175	2	3	3	140	1398	3419	10	3	33	1	0
Pelodictyon	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelotomaculum	5	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0
Peptococcus	544	0	0	0	89	2	128	11	183	119	7	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1
Peptoniphilus	12829	1	0	0	6052	97	3381	2825	273	10	4	2	2	2	3	2	1	0	3	0	1	1	136	28	1	1	3
Peptostreptococcus	2404	0	0	0	443	4	1244	61	9	599	33	2	2	0	0	0	0	0	1	0	0	0	1	3	1	0	1
Persicobacter	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Phaeobacter	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	4	1	0	0	0	0	0
Phaeospirillum	9	7	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phascolarctobacterium	19508	3	5	1	13356	10	1	1	0	21	1	7	1	17	1	3	0	4	6	0	1	35	4601	1420	5	3	5
Phenylobacterium	26683	3431	3357	4011	6	1	16	127	40	12	56	3679	10354	215	329	319	4	659	3	4	9	10	1	3	18	9	10
Phormidium	344	0	6	323	0	0	0	0	2	0	0	1	1	8	2	0	0	0	0	0	0	0	0	0	0	0	1
Photobacterium	1197	0	0	0	0	0	712	46	0	0	0	0	1	5	4	3	43	294	43	1	41	3	0	0	0	1	0
Photorhabdus	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	13	4	12
Phycicoccus	1471	15	966	152	0	0	22	55	31	2	0	5	12	34	72	85	2	0	0	0	10	2	0	0	1	3	2
Phyllobacterium	104	17	48	0	0	0	0	21	6	0	0	0	3	2	0	0	1	5	0	0	1	0	0	0	0	0	0
Pigmentiphaga	263	0	5	6	0	0	3	65	18	0	0	46	7	2	1	0	0	101	7	0	1	1	0	0	0	0	0
Pilimelia	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pimelobacter	1540	88	359	944	1	0	20	58	32	0	0	0	0	5	0	3	0	7	0	1	15	0	0	1	1	2	3
Pirellula	3596	1197	1424	317	0	2	0	0	0	1	0	1	3	301	178	155	1	0	0	0	0	0	2	0	9	5	0
Piscirickettsia	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Planctomyces	13276	2737	3172	452	2	4	6	150	1	6	3	124	42	2510	1147	1235	11	27	38	226	1124	209	3	3	25	15	4
Planifilum	13	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Planktothricoides	3	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
Planktothrix	9	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0
Planococcus	7	1	2	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Planomicrobium	177	2	2	0	0	0	39	36	81	0	0	1	0	0	0	0	0	0	0	1	9	6	0	0	0	0	0
Plantibacter	19	0	1	8	0	0	1	0	0	1	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Pleomorphomonas	55	0	3	42	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Plesiocystis	437	50	76	113	0	0	0	0	0	0	0	0	0	0	1	0	0	76	1	18	72	30	0	0	0	0	0
Plesiomonas	28	0	2	0	0	0	2	2	0	0	0	0	1	3	1	3	0	0	10	0	0	0	0	0	2	0	2
Polaribacter	158083	6	3	7	7	11	5	46	10	84	17	19	8	955	68	15	225	152878	3547	11	35	19	14	9	47	26	11
Polaromonas	9788	36	328	1	0	0	93	148	40	4	11	564	8236	134	65	106	1	4	3	0	3	1	1	2	4	3	0
Polynucleobacter	52072	20	68	23	4	4	0	8	2	38	275	21807	29188	271	76	182	4	43	7	4	2	5	8	3	14	3	13
Pontibacillus	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pontibacter	225	9	9	17	0	0	30	60	63	0	1	2	1	0	0	0	0	0	0	0	27	5	0	0	0	0	1
Porphyromonas	44075	3	3	8	22379	620	7010	910	780	10870	1223	20	8	12	6	6	2	4	32	4	3	0	146	10	10	1	5
Prauserella	252	27	144	44	0	0	16	12	6	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
Prevotella	325221	2347	600	858	4081	363	33764	1461	9311	174773	9749	936	74	222	87	92	32	88	393	124	48	248	185	60	31335	26638	27352
Procabacter	14	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prochlorococcus	232327	16	17	15	18	27	13	21	28	678	96	801	47583	3667	6219	2309	90934	4072	75245	156	31	30	42	46	165	43	55
Prochlorothrix	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Promicromonospora	8	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Propionibacterium	584	10	0	0	0	0	257	293	20	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Propionicimonas	399	15	362	8	0	0	2	1	3	0	0	2	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0
Propionigenium	456	0	0	0	0	0	0	0	1	1	0	0	0	6	0	0	0	375	67	0	6	0	0	0	0	0	0
Prosthecobacter	3751	2	264	27	0	2	1	19	9	1	4	72	608	2360	207	124	0	18	1	0	0	2	1	9	18	2	0
Proteus	11503	14	11	16	1	3	1	0	0	6	3	3	1	32	3	2	1	5	2	18	1	29	4	3	4111	3307	3926
Providencia	384205	185	253	162	14	32	15	7	5	118	55	41	31	544	54	33	11	86	65	326	17	1123	167	72	141771	114624	124394
PSB_M_3	9	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	0	0	0	0	0	0	0	0	0	0	0
Pseudaminobacter	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudanabaena	16595	0	19	3	0	4	5	1	2	17	154	15452	88	228	431	153	8	4	3	5	2	2	1	2	3	1	7
Pseudidiomarina	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	1	0	2	0	0	0	0	0	0
Pseudoalteromonas	1345	1	0	0	0	0	29	0	13	4	0	0	0	2	12	2	272	446	478	11	33	38	0	0	2	2	0
Pseudobutyrivibrio	158	41	3	15	85	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2
Pseudochrobactrum	61	4	10	0	0	0	33	4	0	0	0	0	3	3	0	3	0	1	0	0	0	0	0	0	0	0	0
Pseudoclavibacter	460	8	70	54	0	0	32	120	3	27	1	120	11	5	5	0	0	2	0	0	1	0	1	0	0	0	0
Pseudomonas	28103	1722	5178	141	40	23	7032	8974	1957	44	12	60	620	54	86	60	66	921	619	19	125	249	4	2	40	39	16
Pseudonocardia	8157	284	1332	5576	2	2	54	727	82	15	0	3	2	4	3	7	2	0	0	2	24	13	2	0	6	4	11
Pseudoruegeria	564	0	0	0	0	0	0	0	0	3	1	1	0	2	7	0	161	182	196	6	3	1	0	0	1	0	0
Pseudovibrio	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
Pseudoxanthomonas	610	8	40	57	0	0	97	339	22	1	0	3	10	0	0	0	13	16	1	0	1	0	0	0	1	1	0
Psychrobacter	5552	0	4	1	0	1	382	1541	179	34	3	1	1	17	4	1	0	1495	1880	2	3	0	0	0	1	0	2
Psychroflexus	31	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	22	0	4	0	0	0	0	0	0
Psychromonas	2574	1	2	0	0	1	0	1	0	2	1	6	3	74	655	638	21	999	47	13	68	41	0	1	0	0	0
Psychroserpens	1214	0	0	0	1	0	0	0	0	2	0	1	1	8	1	1	22	1042	91	22	17	3	1	0	0	0	1
Pullulanibacillus	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
Pyramidobacter	56	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rahnella	31	0	2	0	0	0	3	11	2	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	3	3	3
Ralstonia	880	8	5	1	0	0	2	8	0	3	0	1	1	4	15	5	457	12	355	1	0	1	0	0	0	1	0
Ramlibacter	2012	134	825	824	0	3	3	14	5	1	3	75	14	23	52	17	1	1	0	0	0	1	0	0	4	8	4
Raoultella	156	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	1	2	1	0	1	1	0	0	55	37	53
Rapidithrix	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Rarobacter	3	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rathayibacter	325	1	8	225	0	0	0	0	0	1	4	84	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Reinekea	1088	2	3	0	0	0	3	4	1	23	4	2	0	11	14	4	77	332	503	10	38	33	0	0	10	6	8
Renibacterium	147	0	37	13	0	0	14	56	17	1	0	1	1	0	2	3	0	0	0	0	1	0	0	0	1	0	0
RFN20	299	167	31	96	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
Rheinheimera	670	0	0	2	0	0	41	89	2	3	7	358	39	3	2	3	0	7	5	15	18	15	1	0	28	13	19
Rhizobium	9260	1545	3083	355	0	1	103	1278	100	2	1	51	20	533	526	390	148	897	4	7	164	14	3	4	16	12	3
Rhodanobacter	1185	1127	7	0	0	1	2	34	0	0	0	3	0	2	1	0	0	1	0	0	1	0	0	0	6	0	0
Rhodobaca	186	0	0	21	0	0	0	3	5	1	0	0	0	1	4	2	39	29	76	1	1	0	0	1	1	1	0
Rhodobacter	5630	19	29	3	0	0	62	24	4	2	20	1373	709	1186	1361	810	5	7	6	1	2	2	1	0	4	0	0
Rhodobium	462	2	29	154	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	23	161	87	0	0	1	0	0
Rhodococcus	1518	4	196	13	0	0	317	791	59	3	1	0	62	1	3	3	1	12	0	1	29	19	0	0	0	1	2
Rhodocyclus	1383	5	38	3	3	2	27	5	6	4	0	19	24	159	635	427	11	4	2	2	0	2	1	2	2	0	0
Rhodoferax	9938	41	374	17	1	0	42	381	4	12	69	5675	1743	416	596	532	5	2	4	5	0	1	1	4	4	4	5
Rhodomicrobium	2656	31	53	70	0	1	1	0	0	0	0	4	5	469	1085	929	3	1	0	0	0	0	0	2	2	0	0
Rhodopirellula	14438	7	77	167	2	3	2	9	3	61	13	170	1507	3237	748	693	693	2956	3713	200	85	45	2	13	27	3	2
Rhodoplanes	52105	18779	24019	2836	14	7	22	308	25	17	8	212	40	1191	2159	2009	16	9	6	4	137	119	6	10	76	64	12
Rhodopseudomonas	1249	160	696	4	0	0	7	56	7	0	0	2	20	54	139	95	0	2	1	0	0	0	0	1	1	4	0
Rhodospirillum	181	97	57	16	0	0	0	0	0	0	0	1	1	0	0	1	2	5	1	0	0	0	0	0	0	0	0
Rhodothalassium	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	1	0	0	0	0	0
Rhodovibrio	1550	0	0	11	1	0	0	1	1	0	0	0	0	1	0	0	1	2	0	20	499	1003	4	0	5	0	1
Rhodovulum	93	1	2	7	0	0	1	0	0	1	0	0	0	2	1	0	5	48	7	1	13	4	0	0	0	0	0
Rickettsia	202	15	25	15	0	0	0	15	0	2	0	42	72	7	4	5	0	0	0	0	0	0	0	0	0	0	0
Rickettsiella	340	300	1	1	0	0	0	1	1	0	0	0	0	6	9	2	0	0	2	0	2	14	0	0	1	0	0
Riemerella	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Robiginitalea	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	3	4	125	19	0	0	0	0	0
Roseateles	3202	95	177	12	4	0	3	116	1	2	29	1561	118	163	475	429	10	1	1	0	0	1	0	1	1	2	0
Roseburia	179176	113	39	61	33522	33057	61	298	31	171	35	38	12	106	16	20	8	17	22	30	14	683	62310	9626	15470	10220	13196
Roseivirga	30	10	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	0	7	0	0	0	0	0	0
Roseivivax	33	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	24	1	7	0	0	0	0	0	0	0	0
Roseobacter	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	23	3	0	0	0	0	0	0	0	0
Roseococcus	270	10	11	6	0	0	0	2	0	0	1	27	11	65	80	55	2	0	0	0	0	0	0	0	0	0	0
Roseomonas	9275	42	295	4059	0	1	182	1173	125	4	49	2510	36	383	202	187	1	2	0	2	2	2	1	3	3	3	8
Roseovarius	194	0	0	0	0	0	0	0	0	0	0	1	0	51	15	8	1	111	6	0	0	0	0	0	0	0	1
Rothia	132850	9	28	17	20	23	16557	652	2912	109399	1684	841	32	90	37	83	11	38	191	22	34	14	24	21	48	45	18
Rubellimicrobium	3912	11	76	3387	0	0	58	293	68	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	8
Rubritalea	23	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	6	5	1	0	0	0	0	0	0
Rubrivivax	1451	46	55	16	0	0	0	1	1	0	11	791	39	85	197	206	0	0	0	0	0	1	1	0	0	0	1
Rubrobacter	11435	77	192	11015	4	0	13	19	20	2	0	1	0	3	2	1	1	0	4	10	18	9	4	2	2	4	32
Ruegeria	7636	1	0	0	0	0	0	1	1	4	0	1	0	53	13	6	277	7001	266	5	3	0	0	0	2	2	0
Ruminococcus	330948	185	156	179	10052	2886	80	103	11	135	32	47	12	469	41	28	5	42	47	293	22	932	26839	22820	92874	66877	105781
Ruminococcus_1	130596	136	46	94	20911	20639	13	173	9	197	20	24	10	126	27	13	3	8	12	0	12	676	73308	13993	87	21	38
Rummeliibacillus	8	1	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Runella	253	0	2	0	0	0	0	0	0	1	0	2	10	182	35	19	0	0	0	0	0	0	0	0	2	0	0
SA_8	378	0	0	0	0	0	0	0	0	1	0	5	2	30	173	165	2	0	0	0	0	0	0	0	0	0	0
Saccharomonospora	35	1	2	1	0	0	0	0	5	0	0	6	0	0	0	0	0	1	0	0	7	12	0	0	0	0	0
Saccharophagus	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	2	0	0	0	0	0	0
Saccharopolyspora	176	35	61	43	0	0	11	2	7	0	0	0	0	0	1	0	0	0	0	0	12	4	0	0	0	0	0
Saccharospirillum	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Saccharothrix	324	36	7	275	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Sagittula	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	3	0	0	0	0	0	0	0	0
SAGMEG_1	44	0	0	0	0	0	0	0	0	0	0	0	0	8	19	17	0	0	0	0	0	0	0	0	0	0	0
Salegentibacter	312	0	0	0	1	0	0	0	1	3	0	4	0	0	0	0	0	2	300	1	0	0	0	0	0	0	0
Salinicoccus	1763	0	0	0	0	1	393	400	481	2	1	2	0	1	0	0	0	4	470	1	6	1	0	0	0	0	0
Salinimicrobium	80	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	74	0	2	1	0	0	0	0	0
Salinimonas	8331	1	0	0	0	1	0	6	0	15	1	1	0	38	9	1	108	7521	594	3	10	2	1	1	7	4	7
Salinisphaera	275	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	270	0	0	0	0	0	0	0	0
Salinispora	469	121	128	209	0	0	2	1	0	0	0	0	0	2	0	0	0	1	0	1	2	0	1	0	0	0	1
Salinivibrio	38	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	21	6	0	6	0	0	0	1	1	0
Salisaeta	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0	0	0	0	0	0
Sandarakinotalea	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Sanguibacter	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarcina	48	0	0	0	1	4	10	0	2	0	0	0	0	0	0	0	0	0	0	0	4	1	0	3	10	7	6
SargSea_WGS	1334	0	0	0	0	0	0	0	0	5	2	0	0	0	1	0	16	11	1291	6	0	0	0	0	1	1	0
Scardovia	528	0	0	0	0	0	64	3	450	4	1	2	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0
Schlegelella	5483	6	147	367	2	1	0	3194	15	5	6	371	986	71	141	143	1	15	0	0	3	4	4	0	1	0	0
Sedimentibacter	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0
Sediminibacillus	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sediminibacterium	102	9	14	55	0	1	0	1	0	0	0	1	6	1	5	1	1	0	0	0	3	1	0	1	0	0	2
Sediminicola	7874	1	0	0	1	1	0	3	1	7	3	0	1	37	3	0	221	6433	1154	2	2	2	0	0	0	2	0
Segetibacter	11413	132	860	9494	1	0	9	374	206	2	0	1	7	72	98	108	1	0	1	4	15	6	0	3	0	6	13
Segniliparus	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sejongia	142	0	3	0	0	0	29	4	96	0	0	5	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0
Selenomonas	5924	0	0	0	0	0	2858	47	2462	396	140	6	0	1	0	0	2	3	2	1	0	2	0	1	2	1	0
Serinicoccus	164	0	0	1	0	0	16	51	8	76	1	0	0	0	0	1	0	0	2	0	5	1	0	0	0	0	2
Serratia	2547	41	60	15	33	62	169	452	36	4	2	3	11	33	4	2	8	214	642	2	8	2	18	549	77	48	52
SGSH944	8405	0	1	0	0	2	0	4	0	71	5	0	0	11	7	2	6	1167	7102	19	4	0	0	0	1	2	1
SGUS388	245	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	159	82	0	1	0	0	0	0	0	0
Sharpea	22	0	0	0	0	0	19	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHD_14	83	0	0	0	0	0	0	0	0	0	0	1	0	6	47	29	0	0	0	0	0	0	0	0	0	0	0
Shewanella	403	3	3	0	0	0	2	9	20	3	0	3	4	12	20	13	7	258	22	1	15	4	0	1	2	1	0
Shimazuella	40	6	11	5	0	0	0	6	9	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
Shimia	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	1	0	0	0	0	0	0	0	0
Shinella	623	39	56	227	1	0	20	104	11	0	2	0	0	5	4	6	0	14	1	6	112	15	0	0	0	0	0
Shuttleworthia	111	0	0	0	3	0	74	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	3	12	2	5	1
Simidua	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	1	0	0	0	0	0	0
Simonsiella	651	0	0	3	1	0	410	1	1	206	18	2	0	1	3	0	0	0	4	0	0	0	0	0	0	0	1
Simplicispira	1174	36	12	0	0	0	0	6	0	1	4	101	62	143	416	380	4	3	0	0	0	0	0	0	5	1	0
Singulisphaera	237	183	50	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
Sinomonas	605	1	1	2	0	0	584	6	7	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sinorhizobium	23	1	2	1	0	0	1	0	0	0	0	0	1	4	7	3	0	0	0	1	0	1	0	0	1	0	0
SJA_88	1031	1	0	0	0	0	0	0	0	0	1	1	2	81	490	447	4	0	0	2	1	0	0	0	1	0	0
Skermanella	1042	4	249	298	0	0	87	296	87	0	1	2	3	1	0	1	0	0	1	2	4	4	0	0	0	1	1
Skermania	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slackia	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snowella	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sodalis	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0
Solibacillus	244	154	24	45	0	0	7	0	1	1	0	0	0	1	0	0	0	0	0	0	6	4	0	0	0	0	1
Solimonas	151	89	47	0	0	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	4	4	0	0	1	0	0
Solirubrobacter	87	2	5	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Sorangium	269	1	6	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
Sphaerisporangium	110	18	65	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0
Sphaerotilus	2213	525	1155	1	1	0	26	69	15	1	1	84	117	36	88	73	2	5	3	0	1	0	0	0	7	3	0
Sphingobacterium	1304	735	54	15	6	20	277	137	16	5	0	2	17	2	0	0	0	1	1	0	0	0	0	1	11	2	2
Sphingobium	720	44	227	139	0	0	87	125	3	1	0	16	11	11	9	2	0	2	0	1	33	5	0	0	2	1	1
Sphingomonas	75872	3992	11177	23807	19	9	1164	7077	556	42	15	49	1065	428	185	107	195	25048	524	24	54	118	11	7	43	47	109
Sphingopyxis	494	14	16	73	0	0	65	299	9	0	0	3	0	0	0	0	0	12	1	0	1	1	0	0	0	0	0
Sphingosinicella	8214	100	220	7777	0	2	12	61	3	0	0	0	0	0	4	3	0	0	2	1	2	0	2	1	3	3	18
Spirochaeta	1512	36	19	0	0	1	0	0	1	0	1	0	4	8	3	13	0	3	5	129	651	619	2	0	12	3	2
Spiroplasma	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spirosoma	2054	5	104	1496	2	0	31	201	36	1	1	0	165	0	2	1	0	0	0	1	0	0	1	0	1	0	6
Spirulina	15	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spongiibacter	1565	2	7	1	0	0	2	0	0	1	0	1	0	5	8	7	22	116	110	36	594	643	1	0	6	1	2
Sporanaerobacter	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
Sporichthya	806	106	219	232	0	0	1	0	0	0	0	7	1	72	80	82	3	0	0	0	0	0	0	1	0	1	1
Sporocytophaga	278	0	8	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sporolactobacillus	15	1	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	2
Sporosarcina	377	34	72	12	0	0	29	62	72	0	0	0	0	0	3	4	0	1	2	1	42	43	0	0	0	0	0
Sporotalea	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus	39122	5	10	3	10	8	15686	17234	5980	41	17	24	8	12	15	7	1	10	12	4	5	6	2	5	8	3	6
Stenotrophomonas	2503	426	1157	19	2	1	152	620	60	2	1	8	27	0	3	1	2	2	6	1	0	0	1	1	2	8	1
Stenoxybacter	40	0	0	0	0	0	1	0	10	2	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Steroidobacter	9918	2463	1500	5755	1	1	3	79	30	0	1	1	1	8	13	5	0	1	1	4	13	8	2	0	9	5	14
Stigmatella	2816	272	1064	1350	0	1	2	42	0	0	0	1	0	7	37	31	0	0	1	0	2	0	2	0	3	1	0
Streptacidiphilus	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Streptobacillus	126	0	0	0	0	0	0	123	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus	453882	128	155	101	1250	417	227028	14539	28450	64359	4434	1816	54	397	152	127	46	140	223	161	85	326	490	1765	37392	29431	40416
Streptomonospora	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces_1	4262	1830	371	1380	1	1	43	57	27	6	0	2	6	55	81	138	1	1	1	0	165	75	0	1	12	1	7
Streptosporangium	161	12	36	88	0	0	0	3	1	1	0	0	0	2	4	5	0	0	0	0	1	8	0	0	0	0	0
Subdoligranulum	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Subtercola	67	0	31	3	0	0	1	1	2	0	0	4	1	2	9	7	2	2	1	0	0	0	0	0	0	1	0
Sufflavibacter	17	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	13	0	1	0	0	0	0	0	0
